ID,Category,Level,Question,OptionA,OptionB,OptionC,OptionD,CorrectAnswer,Explanation,Tags
Q2706,⏳ 5 سیکنڈ چیلنج,H,پاکستان کے 14 بلند ترین پہاڑوں میں سے کتنے دنیا کے Top 14 میں شامل ہیں؟,3,4,5,6,C,K2 سمیت 5,"5 سیکنڈ چیلنج, مشکل"
Q2707,⏳ 5 سیکنڈ چیلنج,H,وہ کون سا جانور ہے جو اپنی زبان سے کان صاف کر سکتا ہے؟,شیر,گھوڑا,بلی,اونٹ,C,درست جواب ہے: بلی۔,"5 سیکنڈ چیلنج, مشکل"
Q2708,🧩 دلچسپ پہیلیاں,H,وہ کیا ہے جو ہمیشہ آپ کے سامنے ہوتی ہے مگر آپ اسے دیکھ نہیں سکتے؟,ہوا,سورج,اپنا مستقبل,چاند,C,مستقبل ہمیشہ سامنے ہوتا ہے مگر دیکھا نہیں جا سکتا۔,"دلچسپ پہیلیاں, مشکل"
Q2709,🎭 الفاظ کا جادو,H,"Cybersecurity میں ""گھر کا بھیدی لنکا ڈھائے"" کس کے مترادف ہے؟",ڈیٹا بیک اپ,فائر وال,مضبوط پاس ورڈ,اندرونی خطرہ (Insider Threat),D,درست جواب ہے: اندرونی خطرہ (Insider Threat)۔,"الفاظ کا جادو, مشکل"
Q2710,🧠 99٪ لوگ غلط جواب دیتے ہیں,H,ایک کمرے میں 7 افراد ہیں، اگر ہر ایک دوسرے سے ایک بار ہاتھ ملائے تو کل کتنے مصافحے ہوں گے؟,28,14,21,49,C,کل مصافحے = n(n-1)/2 = 7×6/2 = 21۔,"99٪ لوگ غلط جواب دیتے ہیں, مشکل"
Q2711,📖 اردو محاورے,H,"""منہ میں زبان آنا"" محاورے کا کیا مطلب ہے؟",بے باک ہو جانا یا جواب دینا سیکھنا,خاموش ہو جانا,بولنے کی عادت پڑنا,جھوٹ بولنا,A,درست جواب ہے: بے باک ہو جانا یا جواب دینا سیکھنا۔,"اردو محاورے, مشکل"
Q2712,📖 اردو محاورے,H,"""لوہا لوہے کو کاٹتا ہے"" کا مطلب کیا ہے؟",نرمی سے کام لینا,سخت کا مقابلہ سخت سے ہی ہوتا ہے,دوستی کرنا,صلح کرنا,B,"""لوہا لوہے کو کاٹتا ہے"" کا محاورتی مطلب ہے: سخت کا مقابلہ سخت سے ہی ہوتا ہے۔","اردو محاورے, مشکل"
Q2713,🤯 دماغ کا امتحان,H,دو ٹرینیں 40 اور 30 کلومیٹر فی گھنٹہ کی رفتار سے ایک دوسرے کی طرف آ رہی ہیں۔ ان کے درمیان فاصلہ 140 کلومیٹر ہے۔ وہ کتنے گھنٹوں میں ملیں گی؟,3,1,4,2,D,مجموعی رفتار = 40+30 = 70۔ وقت = فاصلہ/رفتار = 140/70 = 2 گھنٹے۔,"دماغ کا امتحان, مشکل"
Q2714,🤯 دماغ کا امتحان,H,90 روپے ادا کرنے کے لیے کم از کم کتنے نوٹ (50، 10، 5 روپے کے) درکار ہوں گے؟,7,5,4,6,B,کم از کم نوٹوں کے ساتھ 90 روپے بنانے کے لیے 5 نوٹ درکار ہیں۔,"دماغ کا امتحان, مشکل"
Q2715,📖 اردو محاورے,H,"""آگے کنواں پیچھے کھائی ہونا"" کا مطلب کیا ہے؟",آسان راستہ ہونا,سفر پر جانا,ہر طرف سے مشکل میں گھرا ہونا,محفوظ ہونا,C,"""آگے کنواں پیچھے کھائی ہونا"" کا محاورتی مطلب ہے: ہر طرف سے مشکل میں گھرا ہونا۔","اردو محاورے, مشکل"
Q2716,🤯 دماغ کا امتحان,H,ایک گھر میں 10 موم بتیاں جل رہی تھیں، ہوا سے 5 بجھ گئیں، آخر میں کتنی موم بتیاں بچیں گی؟,بجھی ہوئی 5 موم بتیاں,10,5,0,A,درست جواب ہے: بجھی ہوئی 5 موم بتیاں۔,"دماغ کا امتحان, مشکل"
Q2717,⏳ 5 سیکنڈ چیلنج,H,پاکستان نے ہاکی میں آخری اولمپک گولڈ میڈل کس سال جیتا؟,1988,1984,2000,1992,D,درست جواب ہے: 1992۔,"5 سیکنڈ چیلنج, مشکل"
Q2718,🎭 الفاظ کا جادو,H,"""مہربان"" کا مترادف کیا ہے؟",بندگی,کریم,اعتماد,حمد,B,"""مہربان"" کا مترادف ""کریم"" ہے۔","الفاظ کا جادو, مشکل"
Q2719,⏳ 5 سیکنڈ چیلنج,H,پاکستان کا قومی ترانہ سب سے پہلے کس دھن پر تیار کیا گیا؟,الفاظ پہلے,دونوں ایک ساتھ,دھن پہلے,کسی نے نہیں,C,قومی ترانے کی دھن پہلے تیار کی گئی، بعد میں الفاظ لکھے گئے۔,"5 سیکنڈ چیلنج, مشکل"
Q2720,📖 اردو محاورے,H,"""آنکھیں بچھانا"" محاورے کا کیا مطلب ہے؟",غصہ کرنا,ڈر جانا,خوش آمدید کہنا,نظر انداز کرنا,C,درست جواب ہے: خوش آمدید کہنا ________________۔,"اردو محاورے, مشکل"
Q2721,📖 اردو محاورے,H,"اردو کا محاورہ ""کنویں کا مینڈک"" کس کے لیے بولا جاتا ہے؟",محدود سوچ رکھنے والا,کسان,امیر شخص,مسافر,A,درست جواب ہے: محدود سوچ رکھنے والا۔,"اردو محاورے, مشکل"
Q2722,🧠 99٪ لوگ غلط جواب دیتے ہیں,H,اگر ایک گاڑی 75 کلومیٹر فی گھنٹہ کی رفتار سے 4 گھنٹے چلے تو کتنی دوری طے کرے گی؟,325 کلومیٹر,300 کلومیٹر,275 کلومیٹر,250 کلومیٹر,B,75 × 4 = 300 کلومیٹر۔,"99٪ لوگ غلط جواب دیتے ہیں, مشکل"
Q2723,⏳ 5 سیکنڈ چیلنج,H,پاکستان میں کون سا پہاڑی سلسلہ دنیا کے نسبتاً نوجوان سلسلوں میں شمار ہوتا ہے اور اب بھی بلند ہو رہا ہے؟,قراقرم,ہندوکش,سلیمان,ہمالیہ,A,درست جواب ہے: قراقرم۔,"5 سیکنڈ چیلنج, مشکل"
Q2724,⏳ 5 سیکنڈ چیلنج,H,میں وہ ہوں جسے جتنا بانٹا جائے، وہ اتنا ہی کم ہوتا جاتا ہے، مگر میں وقت نہیں ہوں۔,خوراک,صبر,پیسہ,عمر,A,درست جواب ہے: خوراک۔,"5 سیکنڈ چیلنج, مشکل"
Q2725,📖 اردو محاورے,H,"""آگ لگا کر تماشا دیکھنا"" کا مطلب کیا ہے؟",صلح کروانا,مدد کرنا,آگ بجھانا,جھگڑا کروا کر خود لطف اندوز ہونا,D,"""آگ لگا کر تماشا دیکھنا"" کا محاورتی مطلب ہے: جھگڑا کروا کر خود لطف اندوز ہونا۔","اردو محاورے, مشکل"
Q2726,📖 اردو محاورے,H,"""دانتوں تلے انگلی دبانا"" کا مطلب کیا ہے؟",شدید حیرت کا اظہار کرنا,درد ہونا,ہنسنا,کھانا کھانا,A,"""دانتوں تلے انگلی دبانا"" کا محاورتی مطلب ہے: شدید حیرت کا اظہار کرنا۔","اردو محاورے, مشکل"
Q2727,🎭 الفاظ کا جادو,H,"اردو لفظ ""استقامت"" کا متضاد کیا ہے؟",خوشی,بزدلی,ڈر,غصہ,B,درست جواب ہے: بزدلی۔,"الفاظ کا جادو, مشکل"
Q2728,👑 صرف ذہین لوگوں کے لیے,H,رمضان المبارک اسلامی کیلنڈر کا کون سا مہینہ ہے؟,دسواں مہینہ,آٹھواں مہینہ,بارہواں مہینہ,نواں مہینہ,D,درست جواب ہے: نواں مہینہ۔,"صرف ذہین لوگوں کے لیے, مشکل"
Q2729,📖 اردو محاورے,H,"""آستین کا سانپ"" محاورے کا کیا مطلب ہے؟",جو شخص بہت لمبا ہو,جو سانپ آستین میں ہو,"""جو شخص ظاہر میں اچھا مگر اندر سے خطرناک ہو""",جو شخص کپڑے سینتا ہو,C,"درست جواب ہے: ""جو شخص ظاہر میں اچھا مگر اندر سے خطرناک ہو""۔","اردو محاورے, مشکل"
Q2730,🎭 الفاظ کا جادو,H,"اردو لفظ ""استقبال"" کا ایک معنی کیا ہے؟",یاد,مستقبل,حال,ماضی,B,درست جواب ہے: مستقبل۔,"الفاظ کا جادو, مشکل"
Q2731,👑 صرف ذہین لوگوں کے لیے,H,مشہور اردو شاعر پروین شاکر کا انتقال کس شہر میں ہوا,ملتان,لاہور,کراچی,اسلام آباد,D,پروین شاکر کا انتقال 1994 میں اسلام آباد میں ایک ٹریفک حادثے میں ہوا۔,"صرف ذہین لوگوں کے لیے, مشکل"
Q2732,🧠 99٪ لوگ غلط جواب دیتے ہیں,H,ایک دکاندار نے چیز 100 میں خریدی 120 میں بیچی پھر 130 میں خرید کر 150 میں بیچی کل نفع؟,50 روپے,60 روپے,40 روپے,20 روپے,C,20+20=40,"99٪ لوگ غلط جواب دیتے ہیں, مشکل"
Q2733,🎭 الفاظ کا جادو,H,"لفظ """"کامیابی"""" کا متضاد کیا ہے؟",ناکامی,ترقی,کوشش,محنت,A,کامیابی کا متضاد ناکامی ہے۔,"الفاظ کا جادو, مشکل"
Q2734,⏳ 5 سیکنڈ چیلنج,H,ایک آدمی 7 دن پانی کے بغیر زندہ رہ سکتا ہے، پھر پانی والے کمرے میں کیوں مر گیا؟,برتن خالی تھا,پانی زہریلا تھا,پانی نہیں ملا,"""وہ کمرے میں موجود ہی نہیں تھا""",D,"درست جواب ہے: ""وہ کمرے میں موجود ہی نہیں تھا""۔","5 سیکنڈ چیلنج, مشکل"
Q2735,📖 اردو محاورے,H,"""فرش سے عرش پر پہنچنا"" کا مطلب کیا ہے؟",ناکام ہونا,سفر کرنا,بہت نچلے درجے سے بہت اونچے مقام تک پہنچنا,گر جانا,C,"""فرش سے عرش پر پہنچنا"" کا محاورتی مطلب ہے: بہت نچلے درجے سے بہت اونچے مقام تک پہنچنا۔","اردو محاورے, مشکل"
Q2736,📖 اردو محاورے,H,جس کی لاٹھی اس کی بھینس کا مطلب کیا ہے,کسان ہونا,بھینس پالنا,طاقتور کی چلتی ہے,لاٹھی بنانا,C,طاقتور شخص غالب رہتا ہے۔,"اردو محاورے, مشکل"
Q2737,😈 ٹرک سوالات,H,ایک تھیلے میں 5 سرخ اور 2 نیلی گیندیں ہیں۔ بغیر دیکھے ایک گیند نکالنے پر سرخ گیند نکلنے کا امکان کتنے میں سے کتنا ہے؟,2/7,7/5,5/2,5/7,D,کل گیندیں 7 ہیں جن میں سے 5 سرخ ہیں، اس لیے امکان 5/7 ہے۔,"ٹرک سوالات, مشکل"
Q2738,🧩 دلچسپ پہیلیاں,H,وہ کون سی چیز ہے جو انسان کو بغیر سفر کیے دنیا کی سیر کرا دیتی ہے؟,کتاب,نقشہ,خواب,تصویر,A,یہ ایک لطیف پہیلی ہے جس کا جواب ہے: کتاب۔,"دلچسپ پہیلیاں, مشکل"
Q2739,🧠 99٪ لوگ غلط جواب دیتے ہیں,H,اگر 5 مزدور ایک کام 12 دنوں میں مکمل کرتے ہیں تو 3 مزدور وہی کام کتنے دنوں میں مکمل کریں گے؟,20,21,22,19,A,کل کام = 5×12 = 60 مزدور-دن۔ 3 مزدوروں کے لیے وقت = 60/3 = 20 دن۔,"99٪ لوگ غلط جواب دیتے ہیں, مشکل"
Q2740,🎭 الفاظ کا جادو,H,"""تلوار"" کا مترادف کیا ہے؟",سن,شمشیر,ثروت,سلطان,B,"""تلوار"" کا مترادف ""شمشیر"" ہے۔","الفاظ کا جادو, مشکل"
Q2741,🧠 99٪ لوگ غلط جواب دیتے ہیں,H,ایک لڑکی کے پاس 3 سیب ہیں، اس کے 2 بھائی ہیں، ہر ایک کو ایک سیب دینے کے باوجود اس کے پاس 2 سیب کیسے بچے؟,اس نے ایک سیب کے دو حصے کیے,ایک بھائی نے نہیں لیا,سیب چھپا دیے,ایک سیب خراب تھا,A,درست جواب ہے: اس نے ایک سیب کے دو حصے کیے۔,"99٪ لوگ غلط جواب دیتے ہیں, مشکل"
Q2742,😈 ٹرک سوالات,H,ایک شخص 10 سال کا ہے، اس کا باپ اس سے 5 گنا بڑا ہے۔ 10 سال بعد باپ کی عمر کیا ہوگی؟,50,55,65,60,D,بیٹا 10، باپ 50 سال کا ہے۔ 10 سال بعد باپ 60 کا ہوگا,"ٹرک سوالات, مشکل"
Q2743,📖 اردو محاورے,H,دودھ کا جلا چھاچھ بھی پھونک پھونک کر پیتا ہے,تجربے کے بعد محتاط ہونا,جلدی کرنا,آہستہ پینا,گرم چیز پسند کرنا,A,ایک بار نقصان اٹھانے والا آئندہ احتیاط کرتا ہے۔,"اردو محاورے, مشکل"
Q2744,👑 صرف ذہین لوگوں کے لیے,H,میں وہ ہوں جسے جتنا چھپایا جائے، وہ اتنا ہی ظاہر ہوتا جاتا ہے، مگر میں سچ نہیں ہوں۔,جھوٹ,آنسو,محبت,خوف,B,درست جواب ہے: آنسو۔,"صرف ذہین لوگوں کے لیے, مشکل"
Q2745,😈 ٹرک سوالات,H,ایک انسٹا پوسٹ کو پہلے گھنٹے میں 50 لائکس ملے، دوسرے میں اس سے دوگنے، تیسرے میں پھر دوگنے۔ کل کتنے لائکس ہوئے؟,350,400,450,200,A,درست جواب ہے: 350۔,"ٹرک سوالات, مشکل"
Q2746,🧩 دلچسپ پہیلیاں,H,وہ کون سی چیز ہے جو باندھنے سے مضبوط اور کھولنے سے کمزور ہو جاتی ہے؟,لکڑیوں کا گٹھا (اتحاد),دھاگہ,رسی,تار,A,یہ ایک لطیف پہیلی ہے جس کا جواب ہے: لکڑیوں کا گٹھا (اتحاد)۔,"دلچسپ پہیلیاں, مشکل"
Q2747,😈 ٹرک سوالات,H,ان میں سے کون سا عدد باقیوں سے مختلف ہے: 24، 32، 48، 16؟,32,24,48,16,B,باقی تمام اعداد جفت (even) ہیں مگر 24 طاق (odd) ہے۔,"ٹرک سوالات, مشکل"
Q2748,🧩 دلچسپ پہیلیاں,H,وہ کون سی چیز ہے جو ہر انسان کے اندر ہوتی ہے مگر ناپی نہیں جا سکتی؟,نبض,خون,سانس,حوصلہ,D,یہ ایک لطیف پہیلی ہے جس کا جواب ہے: حوصلہ۔,"دلچسپ پہیلیاں, مشکل"
Q2749,⏳ 5 سیکنڈ چیلنج,H,چلتا ہوں پاؤں نہیں، بولتا ہوں زبان نہیں، سکھاتا ہوں استاد نہیں۔ کیا ہوں؟,کتاب,دریا,گھڑی,ریڈیو,A,درست جواب ہے: کتاب۔,"5 سیکنڈ چیلنج, مشکل"
Q2750,🧩 دلچسپ پہیلیاں,H,وہ کون سی چیز ہے جو جتنی زیادہ ہوتی ہے اتنا ہی کم دکھائی دیتا ہے,بارش,ہوا,اندھیرا,روشنی,C,اندھیرا جتنا زیادہ ہو اتنا ہی کم نظر آتا ہے۔,"دلچسپ پہیلیاں, مشکل"
Q2751,⏳ 5 سیکنڈ چیلنج,H,دنیا کا پہلا ملک جس نے باضابطہ طور پر اپنی CBDC (Central Bank Digital Currency) متعارف کروائی؟,چین,بہاماس,برطانیہ,امریکہ,B,درست جواب ہے: بہاماس۔,"5 سیکنڈ چیلنج, مشکل"
Q2752,🤯 دماغ کا امتحان,H,پانچ بلیاں پانچ چوہے پانچ منٹ میں پکڑتی ہیں۔ 100 بلیاں 100 چوہے کتنے منٹ میں پکڑیں گی؟,100,5,1,20,B,ہر بلی ایک چوہا 5 منٹ میں پکڑتی ہے، اس لیے 100 بلیاں بھی 100 چوہے 5 منٹ میں پکڑیں گی۔,"دماغ کا امتحان, مشکل"
Q2753,👑 صرف ذہین لوگوں کے لیے,H,پاکستان فضائیہ کا یوم تشکیل کب منایا جاتا ہے؟,7 ستمبر,14 اگست,23 مارچ,6 ستمبر,A,درست جواب ہے: 7 ستمبر۔,"صرف ذہین لوگوں کے لیے, مشکل"
Q2754,🎭 الفاظ کا جادو,H,پانی کا مجازی مطلب کیا ہے,خوشبو,روشنی,آگ,عزت,D,پانی سے مراد عزت بھی ہوتی ہے۔,"الفاظ کا جادو, مشکل"
Q2755,🧩 دلچسپ پہیلیاں,H,وہ کیا ہے جو ہر انسان کے پاس ہوتا ہے مگر کبھی ایک جیسا نہیں ہوتا؟,نام,عمر,قد,قسمت/سوچ,D,یہ ایک لطیف پہیلی ہے جس کا جواب ہے: قسمت/سوچ۔,"دلچسپ پہیلیاں, مشکل"
Q2756,📖 اردو محاورے,H,"اردو میں ""غزل"" لفظ کس زبان سے آیا اور اس کا اصل مطلب کیا تھا؟",عربی — عورتوں سے گفتگو,ترکی — آہستہ بات,فارسی — محبت,سنسکرت — گانا,A,درست جواب ہے: عربی — عورتوں سے گفتگو۔,"اردو محاورے, مشکل"
Q2757,📖 اردو محاورے,H,"""ایک تیر سے دو شکار کرنا"" کا مطلب کیا ہے؟",ایک ہی کام سے دو مقصد حاصل کرنا,ناکام ہونا,شکار کرنا سیکھنا,دو تیر چلانا,A,"""ایک تیر سے دو شکار کرنا"" کا محاورتی مطلب ہے: ایک ہی کام سے دو مقصد حاصل کرنا۔","اردو محاورے, مشکل"
Q2758,👑 صرف ذہین لوگوں کے لیے,H,پاکستان میں ایٹمی توانائی کا ادارہ کون سا ہے؟,سپارکو,نادرا,واپڈا,پی اے ای سی (PAEC),D,درست جواب ہے: پی اے ای سی (PAEC)۔,"صرف ذہین لوگوں کے لیے, مشکل"
Q2759,🧠 99٪ لوگ غلط جواب دیتے ہیں,H,آن لائن گیم میں 100 کھلاڑی ہیں۔ ہر راؤنڈ میں آدھے باہر ہو جاتے ہیں۔ 3 راؤنڈ بعد تقریباً کتنے بچیں گے؟,25,6,50,12 یا 13,D,درست جواب ہے: 12 یا 13۔,"99٪ لوگ غلط جواب دیتے ہیں, مشکل"
Q2760,🧠 99٪ لوگ غلط جواب دیتے ہیں,H,ایک گاڑی 60 کلومیٹر فی گھنٹہ کی رفتار سے 1 گھنٹے سفر کرتی ہے۔ کل فاصلہ کتنا ہوگا؟,120,180,70,60,D,فاصلہ = رفتار × وقت = 60 × 1 = 60 کلومیٹر۔,"99٪ لوگ غلط جواب دیتے ہیں, مشکل"
Q2761,🧩 دلچسپ پہیلیاں,H,وہ کون سی چیز ہے جو کھلنے پر خوشبو دیتی اور مرجھانے پر خاموش ہو جاتی ہے؟,درخت,پھول,پتہ,گھاس,B,یہ ایک لطیف پہیلی ہے جس کا جواب ہے: پھول۔,"دلچسپ پہیلیاں, مشکل"
Q2762,😈 ٹرک سوالات,H,"ایک باپ اور بیٹا حادثے کا شکار ہوئے۔ باپ فوت ہوگیا۔ ڈاکٹر نے بچے کو دیکھ کر کہا: ""یہ میرا بیٹا ہے۔"" کیسے؟",ڈاکٹر بچے کی ماں تھی,ڈاکٹر دوست تھا,ڈاکٹر جھوٹ بول رہا تھا,بچہ گود لیا ہوا تھا,A,ڈاکٹر عورت بھی ہو سکتی ہے۔,"ٹرک سوالات, مشکل"
Q2763,⏳ 5 سیکنڈ چیلنج,H,انسانی جسم کا کون سا حصہ براہِ راست خون کی نالیوں سے غذا حاصل نہیں کرتا؟,دل,کارنیا,جگر,دماغ,B,کارنیا آکسیجن اور غذائیت آنسوؤں اور ہوا سے حاصل کرتی ہے۔,"5 سیکنڈ چیلنج, مشکل"
Q2764,😈 ٹرک سوالات,H,آپ ایک اندھیرے کمرے میں داخل ہوتے ہیں۔ وہاں ایک موم بتی، ایک تیل کا دیا اور ایک لکڑی کا چولہا رکھا ہے۔ آپ کے پاس صرف ایک ماچس کی تیلی ہے۔ سب سے پہلے کیا جلائیں گے؟,موم بتی,ماچس کی تیلی,لکڑی کا چولہا,تیل کا دیا,B,درست جواب ہے: ماچس کی تیلی۔,"ٹرک سوالات, مشکل"
Q2765,😈 ٹرک سوالات,H,"ایک باپ اور بیٹا حادثے کا شکار ہوئے۔ باپ فوت ہوگیا۔ ڈاکٹر نے بچے کو دیکھ کر کہا: ""یہ میرا بیٹا ہے۔"" ڈاکٹر کون تھا؟",باپ کا دوست,دادا,چچا,بچے کی ماں,D,درست جواب ہے: بچے کی ماں۔,"ٹرک سوالات, مشکل"
Q2766,😈 ٹرک سوالات,H,دو ٹرینیں 30 اور 20 کلومیٹر فی گھنٹہ کی رفتار سے ایک دوسرے کی طرف آ رہی ہیں، درمیانی فاصلہ 150 کلومیٹر ہے (سیٹ 10)۔ کتنے گھنٹوں میں ملیں گی؟,5,3,2,4,B,وقت = فاصلہ/مجموعی رفتار = 150/50 = 3 گھنٹے۔,"ٹرک سوالات, مشکل"
Q2767,😈 ٹرک سوالات,H,اگر ایک کمرے میں 5 موم بتیاں جل رہی ہوں اور 2 بجھ جائیں تو کتنی موم بتیاں باقی رہیں گی؟,3,0,2,5,D,درست جواب ہے: 5۔,"ٹرک سوالات, مشکل"
Q2768,😈 ٹرک سوالات,H,ایک گاڑی 40 کلومیٹر فی گھنٹہ کی رفتار سے 2 گھنٹے سفر کرتی ہے۔ کل فاصلہ کتنا ہوگا؟,80,160,40,120,A,فاصلہ = رفتار × وقت = 40 × 2 = 80 کلومیٹر۔,"ٹرک سوالات, مشکل"
Q2769,📖 اردو محاورے,H,"""تیل دیکھو تیل کی دھار دیکھو"" کا مطلب کیا ہے؟",تیل خریدنا,جلد بازی کرنا,انتظار کرکے نتیجہ دیکھنا,فوراً فیصلہ کرنا,C,"""تیل دیکھو تیل کی دھار دیکھو"" کا محاورتی مطلب ہے: انتظار کرکے نتیجہ دیکھنا۔","اردو محاورے, مشکل"
Q2770,🧠 99٪ لوگ غلط جواب دیتے ہیں,H,ایک دکاندار نے چیز 100 میں خریدی 120 میں بیچی، پھر 120 میں خرید کر 140 میں بیچی، کل نفع کتنا؟,40,30,20,50,A,غور سے سوچیں: درست جواب 40 ہے۔,"99٪ لوگ غلط جواب دیتے ہیں, مشکل"
Q2771,🎭 الفاظ کا جادو,H,"""آزادی"" کا مترادف کیا ہے؟",حق,سہل,حریت,امن,C,"""آزادی"" کا مترادف ""حریت"" ہے۔","الفاظ کا جادو, مشکل"
Q2772,😈 ٹرک سوالات,H,ایک باغ میں 40 درخت ہیں۔ ہر درخت پر 15 پھل ہیں۔ اگر 3/5 پھل کھا لیے جائیں، تو کتنے باقی رہیں گے؟,240,200,280,320,A,درست جواب ہے: 240 ________________۔,"ٹرک سوالات, مشکل"
Q2773,🧠 99٪ لوگ غلط جواب دیتے ہیں,H,10000 روپے پر 15% سالانہ کے حساب سے 2 سال کا سود کتنا بنے گا؟,3000,3100,2900,3200,A,سود = (اصل رقم × شرح × مدت)/100 = (10000×15×2)/100 = 3000 روپے۔,"99٪ لوگ غلط جواب دیتے ہیں, مشکل"
Q2774,🧠 99٪ لوگ غلط جواب دیتے ہیں,H,ایک کمرے میں 11 افراد ہیں، اگر ہر ایک دوسرے سے ایک بار ہاتھ ملائے تو کل کتنے مصافحے ہوں گے؟,44,121,66,55,D,کل مصافحے = n(n-1)/2 = 11×10/2 = 55۔,"99٪ لوگ غلط جواب دیتے ہیں, مشکل"
Q2775,⏳ 5 سیکنڈ چیلنج,H,پاکستان کا قومی کھیل سرکاری طور پر کیا قرار دیا گیا ہے,کبڈی,کرکٹ,ہاکی,فٹبال,C,ہاکی کو پاکستان کا قومی کھیل قرار دیا گیا ہے۔,"5 سیکنڈ چیلنج, مشکل"
Q2776,🤯 دماغ کا امتحان,H,ایک گاڑی 80 کلومیٹر فی گھنٹہ کی رفتار سے 5 گھنٹے سفر کرتی ہے۔ کل فاصلہ کتنا ہوگا؟,320,480,560,400,D,فاصلہ = رفتار × وقت = 80 × 5 = 400 کلومیٹر۔,"دماغ کا امتحان, مشکل"
Q2777,😈 ٹرک سوالات,H,ایک چیز 100 روپے میں خرید کر 140 روپے میں بیچی گئی۔ نفع کی شرح کتنی فیصد ہے؟,45%,40%,50%,35%,B,نفع = 140-100 = 40 روپے۔ نفع فیصد = (40/100)×100 = 40%۔,"ٹرک سوالات, مشکل"
Q2778,⏳ 5 سیکنڈ چیلنج,H,انسانی جسم میں سب سے زیادہ پایا جانے والا عنصر کیا ہے؟,ہائیڈروجن,کاربن,آکسیجن,نائٹروجن,C,درست جواب ہے: آکسیجن۔,"5 سیکنڈ چیلنج, مشکل"
Q2779,🎭 الفاظ کا جادو,H,"""حقیقت"" کا مترادف کیا ہے؟",دلیر,رنج,عدل,سچائی,D,"""حقیقت"" کا مترادف ""سچائی"" ہے۔","الفاظ کا جادو, مشکل"
Q2780,👑 صرف ذہین لوگوں کے لیے,H,"پاکستان میں کون سا شہر ""دنیا کا سب سے گہرا گرم پانی کا چشمہ"" (World's deepest hot spring) رکھتا ہے؟",ہنزہ,تتپانی (Manikaran),مری,ناران,B,درست جواب ہے: تتپانی (Manikaran)۔,"صرف ذہین لوگوں کے لیے, مشکل"
Q2781,⏳ 5 سیکنڈ چیلنج,H,رقبے کے لحاظ سے پاکستان کا سب سے بڑا صوبہ کون سا ہے؟,پنجاب,خیبر پختونخوا,بلوچستان,سندھ,C,درست جواب ہے: بلوچستان۔,"5 سیکنڈ چیلنج, مشکل"
Q2782,🎭 الفاظ کا جادو,H,"لفظ ""سکون"" کا مترادف کیا ہے؟",جلدی,آرام,تکلیف,خوف,B,سکون کا مترادف آرام ہے۔,"الفاظ کا جادو, مشکل"
Q2783,🎭 الفاظ کا جادو,H,"اردو لفظ ""تہذیب"" کا متضاد کیا ہے؟",ثقافت,وحشت,خوشحالی,ترقی,B,درست جواب ہے: وحشت۔,"الفاظ کا جادو, مشکل"
Q2784,😈 ٹرک سوالات,H,ایک تھیلے میں 6 سرخ اور 8 نیلی گیندیں ہیں۔ بغیر دیکھے ایک گیند نکالنے پر سرخ گیند نکلنے کا امکان کتنے میں سے کتنا ہے؟,6/14,14/6,6/8,8/14,A,کل گیندیں 14 ہیں جن میں سے 6 سرخ ہیں، اس لیے امکان 6/14 ہے۔,"ٹرک سوالات, مشکل"
Q2785,📖 اردو محاورے,H,"""ناک میں دم کرنا"" محاورے کا کیا مطلب ہے؟",سانس لینا,ڈرانا,خوش کرنا,بہت تنگ کرنا,D,درست جواب ہے: بہت تنگ کرنا۔,"اردو محاورے, مشکل"
Q2786,😈 ٹرک سوالات,H,دو مقداروں کا تناسب 6:2 ہے۔ اگر کل مقدار 24 ہے تو پہلی مقدار کتنی ہوگی؟,16,20,18,6,C,کل حصے = 6+2 = 8۔ پہلی مقدار = (6/8)×24 = 18۔,"ٹرک سوالات, مشکل"
Q2787,⏳ 5 سیکنڈ چیلنج,H,پاکستان میں سب سے زیادہ استعمال ہونے والا سوشل میڈیا میسنجر کون سا ہے؟,واٹس ایپ,سگنل,وائبر,ٹیلیگرام,A,درست جواب ہے: واٹس ایپ۔,"5 سیکنڈ چیلنج, مشکل"
Q2788,🤯 دماغ کا امتحان,H,ایک جہاز میں 100 مسافر ہیں، 60 اردو بولتے ہیں، 50 انگریزی بولتے ہیں اور 20 دونوں نہیں بولتے، دونوں زبانیں بولنے والے کتنے ہیں؟,30,50,40,20,A,درست جواب ہے: 30۔,"دماغ کا امتحان, مشکل"
Q2789,🤯 دماغ کا امتحان,H,ایک گاڑی 60 کلومیٹر فی گھنٹہ کی رفتار سے 4 گھنٹے سفر کرتی ہے۔ کل فاصلہ کتنا ہوگا؟,240,180,300,360,A,فاصلہ = رفتار × وقت = 60 × 4 = 240 کلومیٹر۔,"دماغ کا امتحان, مشکل"
Q2790,📖 اردو محاورے,H,"پاکستان کا ""تعلیمی شہر"" عام طور پر کس شہر کو کہا جاتا ہے؟",کراچی,لاہور,اسلام آباد,ملتان,B,درست جواب ہے: لاہور۔,"اردو محاورے, مشکل"
Q2791,🧠 99٪ لوگ غلط جواب دیتے ہیں,H,اگر 9 مزدور ایک کام 4 دنوں میں مکمل کرتے ہیں تو 12 مزدور وہی کام کتنے دنوں میں مکمل کریں گے؟,5,3,2,4,B,کل کام = 9×4 = 36 مزدور-دن۔ 12 مزدوروں کے لیے وقت = 36/12 = 3 دن۔,"99٪ لوگ غلط جواب دیتے ہیں, مشکل"
